C_api,C_man,E_NEds,E_Bpag,firstDay,lastDay,NEds,NDays,NActDays,NPages,NPcreated,pagesWomen,wikiprojWomen,ns_user,ns_wikipedia,ns_talk,ns_userTalk,ns_content,weightIJ,NIJ,gender
unknown,1,1,3,2.01012E+13,2.01302E+13,124,805,30,48,1,0,0,28,1,34,8,46,0.594368208,493,1
male,1,1,3,2.01104E+13,2.01306E+13,133,800,51,87,2,0,0,20,0,5,2,98,0.594368208,493,1
male,1,1,3,2.01403E+13,2.01705E+13,123,1153,23,14,2,0,0,73,0,0,12,36,0.594368208,493,1
unknown,1,2,3,2.01501E+13,2.01607E+13,770,559,39,22,1,0,0,46,0,0,8,716,0.831953525,917,1
unknown,1,3,1,2.0141E+13,2.01709E+13,3373,1092,586,664,18,0,0,413,95,87,286,2128,0.66167318,477,1
unknown,3,3,3,2.00609E+13,2.01609E+13,869,3653,253,543,77,0,0,27,1,3,3,666,1.481654138,1596,0
male,1,2,1,2.01111E+13,2.01512E+13,645,1477,75,133,74,0,0,3,1,4,13,484,0.982449109,752,1
male,1,0,3,2.01512E+13,2.01707E+13,93,583,15,33,2,0,0,19,0,0,13,58,0.411985187,297,1
male,3,1,0,2.00411E+13,2.01708E+13,196,4684,137,132,0,0,0,4,4,17,19,138,1.29126263,974,1
unknown,3,3,1,2.00504E+13,2.01706E+13,29021,4457,864,8040,67,0,0,222,1013,1504,1930,22339,0.66167318,477,0
male,3,3,3,2.0071E+13,2.01709E+13,6143,3624,1230,1933,92,0,0,92,89,27,228,4687,1.481654138,1596,1
unknown,1,1,1,2.01206E+13,2.01701E+13,121,1687,68,97,0,0,0,1,0,0,0,118,0.997535302,994,1
male,1,3,3,2.01207E+13,2.01709E+13,11419,1895,622,5555,9,0,0,129,2169,0,48,8920,1.481654138,1596,1
unknown,3,2,2,2.00605E+13,2.01405E+13,288,2930,45,98,71,0,0,7,4,0,2,270,0.915024129,978,0
unknown,3,0,3,2.01307E+13,2.01503E+13,70,599,11,17,4,0,0,39,0,0,6,25,0.411985187,297,0
male,1,0,0,2.00602E+13,2.01608E+13,56,3832,13,8,0,0,0,1,5,0,6,32,1.865008032,1277,1
unknown,1,0,2,2.00702E+13,2.01608E+13,85,3477,42,56,2,0,0,19,0,0,0,64,0.800528377,664,1
male,1,0,3,2.01203E+13,2.01502E+13,67,1082,29,40,3,0,0,7,0,0,0,56,0.411985187,297,1
unknown,3,3,3,2.0091E+13,2.01707E+13,22322,2857,474,10302,537,0,0,1720,173,127,597,11427,1.481654138,1596,0
unknown,3,3,3,2.00704E+13,2.01607E+13,4722,3362,368,851,72,7,0,253,53,181,199,3786,1.481654138,1596,0
male,3,2,3,2.00601E+13,2.01601E+13,473,3643,123,317,8,0,0,37,16,8,9,382,0.831953525,917,1
unknown,3,1,3,2.00511E+13,2.01708E+13,107,4317,34,81,0,0,0,5,2,1,2,32,0.594368208,493,0
unknown,3,3,0,2.01308E+13,2.01708E+13,1243,1455,102,261,1,0,0,15,16,0,0,769,0.865617488,412,0
unknown,3,1,2,2.01602E+13,2.0171E+13,135,603,60,76,0,0,0,5,0,0,0,125,1.027717097,841,0
male,1,3,3,2.01203E+13,2.01701E+13,1026,1769,367,340,37,0,0,42,0,4,10,848,1.481654138,1596,1
unknown,3,3,2,2.0041E+13,2.01511E+13,1409,4054,292,329,29,0,0,43,31,67,28,1053,1.005226945,817,0
unknown,2,1,1,2.01502E+13,2.01503E+13,103,29,12,31,19,0,0,1,0,0,1,100,0.997535302,994,2
unknown,3,3,0,2.00607E+13,2.01708E+13,22631,4041,1826,5951,40,0,0,1665,3419,966,2491,10200,0.865617488,412,0
male,3,1,0,2.01108E+13,2.01207E+13,188,338,53,13,1,0,0,2,0,5,1,178,1.29126263,974,1
male,3,1,3,2.01001E+13,2.01202E+13,188,774,64,48,0,0,0,96,4,8,15,52,0.594368208,493,1
unknown,3,2,0,2.00708E+13,2.01501E+13,295,2720,33,23,2,0,0,1,0,2,2,288,1.204403165,647,0
unknown,3,0,0,2.00601E+13,2.01412E+13,62,3261,27,29,8,0,0,2,0,0,9,51,1.865008032,1277,0
unknown,3,1,1,2.00408E+13,2.01407E+13,108,3625,35,44,6,0,0,6,1,19,6,72,0.997535302,994,0
unknown,1,0,2,2.00805E+13,2.01203E+13,63,1397,9,21,1,0,0,15,0,1,3,44,0.800528377,664,1
unknown,3,0,3,2.00601E+13,2.01701E+13,58,4025,23,21,3,0,0,7,9,0,1,39,0.411985187,297,0
unknown,3,2,2,2.00601E+13,2.01402E+13,291,2960,67,133,38,0,0,24,7,8,10,234,0.915024129,978,0
unknown,1,2,2,2.01001E+13,2.0121E+13,410,1034,11,363,5,0,0,2,0,3,2,236,0.915024129,978,1
unknown,3,0,1,2.01602E+13,2.01701E+13,75,356,29,25,1,0,0,6,0,0,0,68,1.057149316,1074,0
male,1,0,3,2.01704E+13,2.01705E+13,50,3,3,13,0,0,0,32,0,0,4,12,0.411985187,297,1
male,1,3,2,2.00703E+13,2.01306E+13,991,2268,217,189,22,0,0,106,29,14,44,691,1.005226945,817,1
male,3,3,1,2.01103E+13,2.01709E+13,2014,2371,197,309,51,0,0,434,15,42,75,1405,0.66167318,477,1
male,1,3,3,2.0081E+13,2.01705E+13,4573,3137,363,755,234,0,0,446,9,134,46,3845,1.481654138,1596,1
unknown,3,1,2,2.00705E+13,2.01708E+13,153,3763,61,62,2,0,0,9,1,22,5,108,1.027717097,841,0
unknown,3,0,0,2.01604E+13,2.01605E+13,69,46,9,28,0,0,0,1,2,19,9,33,1.865008032,1277,0
unknown,1,3,3,2.00807E+13,2.01706E+13,2360,3265,658,786,37,0,0,351,98,100,145,1003,1.481654138,1596,1
unknown,1,0,2,2.00705E+13,2.01204E+13,84,1788,55,53,6,0,0,3,0,6,6,68,0.800528377,664,1
unknown,1,2,3,2.01006E+13,2.01309E+13,637,1197,137,201,15,0,0,67,20,33,22,424,0.831953525,917,1
unknown,3,2,2,2.00704E+13,2.01303E+13,314,2148,84,104,11,0,0,53,1,66,9,182,0.915024129,978,0
male,1,0,3,2.01105E+13,2.01505E+13,56,1482,17,9,2,0,0,5,3,1,0,47,0.411985187,297,1
male,3,3,3,2.00607E+13,2.01706E+13,1595,3969,160,594,27,0,0,474,110,8,210,661,1.481654138,1596,1
unknown,1,1,3,2.01007E+13,2.01512E+13,143,1958,39,36,1,0,0,36,0,1,0,106,0.594368208,493,1
male,1,3,2,2.00708E+13,2.01708E+13,3176,3647,663,523,39,5,0,252,129,265,845,1648,1.005226945,817,1
unknown,1,3,3,2.00409E+13,2.0171E+13,5996,4779,947,3300,358,2,0,58,89,63,58,5433,1.481654138,1596,1
unknown,3,0,1,2.01204E+13,2.01304E+13,54,380,6,15,0,0,0,33,0,0,1,11,1.057149316,1074,0
unknown,3,3,1,2.00703E+13,2.0171E+13,7990,3839,1899,2492,347,0,0,14,69,21,39,7666,0.66167318,477,0
unknown,1,1,3,2.01408E+13,2.01409E+13,212,27,22,81,0,0,0,21,0,0,0,191,0.594368208,493,1
male,3,3,1,2.01508E+13,2.0171E+13,5568,789,731,3067,1,0,0,3,891,1949,143,1372,0.66167318,477,1
unknown,3,1,2,2.00604E+13,2.01311E+13,97,2793,19,28,1,0,0,28,0,7,3,58,1.027717097,841,0
male,1,2,3,2.01201E+13,2.01308E+13,285,581,51,133,4,0,0,11,8,6,3,242,0.831953525,917,1
unknown,3,0,1,2.00909E+13,2.01509E+13,68,2184,23,19,2,0,0,2,0,3,5,41,1.057149316,1074,0
male,1,2,3,2.01106E+13,2.01708E+13,708,2275,206,256,22,0,0,45,0,40,28,560,0.831953525,917,1
unknown,3,3,1,2.01109E+13,2.01506E+13,1081,1372,236,132,4,0,0,2,2,0,9,247,0.66167318,477,0
unknown,1,3,1,2.01009E+13,2.01709E+13,6721,2571,1126,798,56,0,0,68,62,78,147,5830,0.66167318,477,1
unknown,1,0,0,2.0101E+13,2.01412E+13,89,1521,16,49,1,0,0,1,3,1,2,80,1.865008032,1277,1
male,1,2,1,2.00602E+13,2.01708E+13,810,4215,119,158,31,0,0,5,0,14,0,787,0.982449109,752,1
male,1,3,3,2.01002E+13,2.01709E+13,32736,2778,1799,2958,502,0,0,434,23,66,222,27283,1.481654138,1596,1
unknown,3,3,0,2.01101E+13,2.01709E+13,1411,2430,315,434,3,0,0,4,14,113,25,1094,0.865617488,412,0
male,1,1,3,2.00707E+13,2.01708E+13,148,3699,66,33,2,0,0,11,0,8,0,129,0.594368208,493,1
unknown,3,1,0,2.00602E+13,2.01612E+13,144,3978,36,67,1,0,0,3,6,32,10,93,1.29126263,974,0
male,3,3,0,2.01611E+13,2.01709E+13,8870,318,165,5551,5,4,3,24,303,20,416,7962,0.865617488,412,1
female,3,0,1,2.01503E+13,2.01506E+13,73,74,17,24,2,0,0,2,0,0,0,71,1.057149316,1074,2
unknown,3,0,0,2.01503E+13,2.01508E+13,56,171,7,11,0,0,0,1,0,0,8,47,1.865008032,1277,0
unknown,3,0,2,2.00607E+13,2.01604E+13,58,3590,22,33,2,0,0,2,1,12,2,28,0.800528377,664,0
male,1,2,3,2.01012E+13,2.01204E+13,670,486,143,162,8,0,0,179,6,9,19,431,0.831953525,917,1
unknown,1,3,1,2.01106E+13,2.01709E+13,3325,2288,692,130,11,0,0,1,7,22,7,3199,0.66167318,477,1
male,3,3,2,2.01306E+13,2.01709E+13,1142,1573,235,451,98,0,0,19,6,32,33,851,1.005226945,817,1
unknown,3,1,2,2.00701E+13,2.0121E+13,104,2112,11,42,3,0,0,6,31,6,7,54,1.027717097,841,0
unknown,1,2,2,2.01405E+13,2.01407E+13,279,52,15,41,9,0,0,39,0,11,2,227,0.915024129,978,1
unknown,1,0,3,2.01708E+13,2.01709E+13,82,23,5,7,1,0,0,24,0,0,5,52,0.411985187,297,1
male,3,1,2,2.01306E+13,2.01703E+13,199,1388,48,42,1,0,0,41,3,0,1,154,1.027717097,841,1
unknown,1,1,0,2.01601E+13,2.01709E+13,105,615,58,78,2,0,0,1,0,2,0,100,1.29126263,974,1
unknown,3,0,0,2.00607E+13,2.01307E+13,88,2558,18,23,0,0,0,21,1,2,2,62,1.865008032,1277,0
male,1,3,3,2.00707E+13,2.01709E+13,16123,3729,1723,5042,1514,0,0,808,142,32,271,13953,1.481654138,1596,1
unknown,1,0,2,2.01102E+13,2.01603E+13,53,1874,11,6,0,0,0,33,0,0,1,19,0.800528377,664,1
unknown,2,2,2,2.01501E+13,2.01604E+13,481,449,40,26,6,0,0,66,0,6,10,399,0.915024129,978,2
female,2,0,2,2.00707E+13,2.01606E+13,74,3250,24,13,2,0,0,5,0,0,4,52,0.800528377,664,2
female,3,0,0,2.01705E+13,2.01706E+13,75,50,12,7,1,0,1,1,0,0,0,73,1.865008032,1277,2
unknown,3,0,0,2.00802E+13,2.01204E+13,73,1534,20,30,6,0,0,2,0,4,0,65,1.865008032,1277,0
male,3,1,0,2.00702E+13,2.01311E+13,143,2459,58,61,1,0,0,4,0,16,18,96,1.29126263,974,1
unknown,3,3,2,2.0051E+13,2.01401E+13,4912,3014,612,636,6,0,0,167,129,393,401,3362,1.005226945,817,0
unknown,3,3,2,2.00911E+13,2.01211E+13,972,1097,37,364,123,0,0,33,4,61,20,834,1.005226945,817,0
male,1,3,3,2.00704E+13,2.01704E+13,2200,3640,262,159,4,0,0,193,61,717,211,986,1.481654138,1596,1
unknown,3,2,1,2.00806E+13,2.01702E+13,387,3147,216,236,3,0,0,6,1,27,35,314,0.982449109,752,0
unknown,1,2,2,2.01501E+13,2.01505E+13,259,109,42,34,0,0,0,2,0,0,4,246,0.915024129,978,1
unknown,1,0,2,2.0061E+13,2.01604E+13,80,3491,34,40,11,0,0,11,0,4,2,62,0.800528377,664,1
male,1,3,1,2.00509E+13,2.01707E+13,9088,4308,822,4842,472,3,0,409,524,535,351,6083,0.66167318,477,1
male,1,2,0,2.00506E+13,2.01402E+13,492,3174,109,144,33,0,0,1,0,1,8,479,1.204403165,647,1
unknown,1,1,1,2.00903E+13,2.01205E+13,123,1153,59,48,0,0,0,10,0,0,0,76,0.997535302,994,1
unknown,3,2,2,2.01302E+13,2.01403E+13,326,400,71,209,0,0,0,13,29,1,41,206,0.915024129,978,0
unknown,3,2,0,2.01212E+13,2.01606E+13,387,1253,34,23,1,0,0,1,3,6,17,352,1.204403165,647,0
unknown,3,3,3,2.00501E+13,2.0171E+13,5662,4646,779,3703,245,3,0,243,687,162,161,4162,1.481654138,1596,0
unknown,3,0,1,2.01505E+13,2.01704E+13,72,699,9,17,1,0,0,13,0,0,0,39,1.057149316,1074,0
male,3,0,1,2.01012E+13,2.01409E+13,77,1351,9,11,2,0,0,22,0,0,0,19,1.057149316,1074,1
unknown,3,2,0,2.00908E+13,2.01706E+13,440,2840,38,80,9,0,0,1,0,0,0,404,1.204403165,647,0
unknown,3,3,1,2.00901E+13,2.01707E+13,1999,3105,670,347,38,0,0,10,3,46,31,1895,0.66167318,477,0
male,3,1,3,2.01012E+13,2.01203E+13,112,464,14,8,0,0,0,96,0,7,2,7,0.594368208,493,1
unknown,3,3,2,2.00601E+13,2.01709E+13,1807,4259,680,1121,29,0,0,9,5,126,34,1492,1.005226945,817,0
male,3,1,2,2.01009E+13,2.01401E+13,120,1234,22,26,1,0,0,11,0,9,5,95,1.027717097,841,1
unknown,1,0,2,2.0051E+13,2.01312E+13,76,2984,22,27,6,0,0,8,1,6,8,50,0.800528377,664,1
unknown,3,0,0,2.01005E+13,2.01207E+13,64,808,11,19,0,0,0,1,2,0,8,46,1.865008032,1277,0
male,3,3,1,2.01103E+13,2.0171E+13,13892,2392,910,3636,16,10,0,533,1123,1953,1195,8519,0.66167318,477,1
female,3,0,1,2.01408E+13,2.0141E+13,53,36,3,6,1,0,0,47,0,0,5,1,1.057149316,1074,2
male,3,3,3,2.00508E+13,2.01603E+13,6129,3877,579,4520,15,0,0,23,0,7,2,5827,1.481654138,1596,1
unknown,1,0,2,2.00607E+13,2.01306E+13,74,2539,22,24,1,0,0,9,0,7,9,49,0.800528377,664,1
unknown,3,2,2,2.01501E+13,2.01703E+13,770,768,65,55,6,0,0,601,0,9,2,158,0.915024129,978,0
unknown,3,2,0,2.01708E+13,2.01709E+13,262,47,29,29,0,0,0,196,2,5,17,41,1.204403165,647,0
male,3,2,2,2.01106E+13,2.01409E+13,317,1184,107,76,1,0,0,9,17,36,46,200,0.915024129,978,1
unknown,1,1,0,2.01508E+13,2.01511E+13,143,82,14,6,2,0,0,25,2,2,0,114,1.29126263,974,1
unknown,1,0,0,2.00608E+13,2.01708E+13,65,4027,27,36,6,0,0,1,0,14,0,50,1.865008032,1277,1
unknown,1,3,2,2.00804E+13,2.0171E+13,4274,3444,448,783,16,0,0,104,28,32,19,3695,1.005226945,817,1
male,1,1,2,2.00812E+13,2.01706E+13,158,3121,76,67,1,0,0,34,2,0,6,105,1.027717097,841,1
male,1,1,2,2.00805E+13,2.01602E+13,127,2811,9,25,0,0,0,80,2,0,21,4,1.027717097,841,1
male,1,0,3,2.01301E+13,2.01301E+13,69,14,7,15,0,0,0,60,0,0,4,1,0.411985187,297,1
unknown,2,0,1,2.0151E+13,2.01702E+13,60,477,10,11,0,0,0,21,0,8,8,23,1.057149316,1074,2
male,1,1,3,2.00611E+13,2.01408E+13,157,2844,43,46,11,0,0,31,0,0,6,120,0.594368208,493,1
unknown,1,0,1,2.01407E+13,2.01708E+13,74,1123,24,43,2,0,0,2,1,0,0,69,1.057149316,1074,1
unknown,3,3,2,2.00712E+13,2.01709E+13,10968,3570,991,2288,51,3,0,414,2975,569,677,5879,1.005226945,817,0
unknown,3,0,1,2.00707E+13,2.01612E+13,70,3470,62,64,0,0,0,3,0,0,0,66,1.057149316,1074,0
male,1,0,3,2.01106E+13,2.01302E+13,54,608,8,6,0,0,0,8,2,0,16,28,0.411985187,297,1
male,1,3,3,2.01009E+13,2.01709E+13,6039,2559,1129,333,37,0,0,336,70,97,213,3663,1.481654138,1596,1
male,3,3,3,2.01107E+13,2.01705E+13,4344,2124,320,1705,27,0,0,26,16,33,13,3110,1.481654138,1596,1
unknown,3,1,0,2.01411E+13,2.01502E+13,146,82,32,27,1,0,0,1,0,0,0,145,1.29126263,974,0
male,1,2,2,2.01606E+13,2.01709E+13,726,472,225,137,5,0,0,8,0,5,8,656,0.915024129,978,1
male,3,3,2,2.00908E+13,2.0171E+13,58505,2982,2679,26555,1243,4,0,43,2598,1353,1880,50470,1.005226945,817,1
unknown,1,1,2,2.00705E+13,2.01706E+13,129,3682,29,26,5,0,0,23,0,1,0,104,1.027717097,841,1
unknown,3,0,0,2.00912E+13,2.01512E+13,76,2197,26,15,0,0,0,1,0,0,0,17,1.865008032,1277,0
male,3,2,2,2.01601E+13,2.01706E+13,228,508,38,112,1,0,0,33,9,2,39,135,0.915024129,978,1
unknown,1,3,1,2.00704E+13,2.01204E+13,28011,1823,1172,11103,48,18,0,400,4925,1591,6119,14019,0.66167318,477,1
unknown,3,3,0,2.01003E+13,2.0171E+13,962,2769,209,302,8,0,0,4,5,14,3,912,0.865617488,412,0
unknown,3,0,1,2.01702E+13,2.01709E+13,93,207,20,39,23,0,0,3,0,9,0,81,1.057149316,1074,0
unknown,3,0,2,2.01305E+13,2.01611E+13,50,1284,3,8,0,0,0,43,1,0,3,3,0.800528377,664,0
male,1,3,2,2.00512E+13,2.01606E+13,2278,3842,141,851,25,0,0,154,62,50,86,1607,1.005226945,817,1
unknown,1,0,1,2.01011E+13,2.01211E+13,92,729,34,31,0,0,0,2,1,0,1,71,1.057149316,1074,1
unknown,1,0,2,2.01706E+13,2.01706E+13,53,17,6,8,2,0,0,7,1,0,8,37,0.800528377,664,1
unknown,1,3,0,2.00711E+13,2.01705E+13,2669,3463,181,692,20,0,0,387,165,170,273,1500,0.865617488,412,1
unknown,3,0,0,2.0161E+13,2.01611E+13,62,13,4,4,0,0,0,57,4,0,0,1,1.865008032,1277,0
unknown,3,3,1,2.00508E+13,2.01702E+13,6865,4199,584,4518,80,4,0,343,575,199,1275,4174,0.66167318,477,0
unknown,1,0,1,2.00901E+13,2.01704E+13,68,3033,22,18,3,0,0,1,0,9,20,38,1.057149316,1074,1
unknown,3,1,1,2.01206E+13,2.01402E+13,215,604,23,146,12,0,0,4,0,0,0,151,0.997535302,994,0
unknown,1,2,3,2.01008E+13,2.01707E+13,750,2510,67,267,53,0,0,2,5,19,6,666,0.831953525,917,1
unknown,1,0,1,2.00506E+13,2.01306E+13,76,2920,11,30,5,0,0,1,1,1,3,69,1.057149316,1074,1
unknown,1,3,1,2.01207E+13,2.01709E+13,5208,1881,778,2041,275,0,0,24,0,6,4,4584,0.66167318,477,1
male,3,1,2,2.0071E+13,2.01611E+13,190,3321,115,157,0,0,0,5,13,0,2,142,1.027717097,841,1
unknown,1,2,0,2.00712E+13,2.01709E+13,536,3562,220,169,19,0,0,4,7,5,6,510,1.204403165,647,1
unknown,3,3,1,2.01207E+13,2.01707E+13,1511,1849,154,1388,6,0,0,5,1,1,2,1450,0.66167318,477,0
male,1,1,2,2.01605E+13,2.01606E+13,148,34,18,16,5,0,0,38,0,11,0,99,1.027717097,841,1
male,1,1,2,2.01206E+13,2.01707E+13,176,1861,53,61,7,0,0,6,5,24,53,87,1.027717097,841,1
male,1,2,1,2.00411E+13,2.01709E+13,413,4710,169,267,14,0,0,12,0,7,0,394,0.982449109,752,1
unknown,3,0,1,2.01602E+13,2.01707E+13,51,524,19,16,3,0,1,8,7,0,0,35,1.057149316,1074,0
unknown,3,0,0,2.01206E+13,2.01209E+13,54,108,22,21,0,0,0,1,0,0,0,53,1.865008032,1277,0
unknown,3,3,3,2.00807E+13,2.01312E+13,1614,1953,332,652,46,0,0,20,14,114,157,1149,1.481654138,1596,0
male,1,3,3,2.01204E+13,2.01709E+13,4859,1998,656,1379,152,0,0,673,85,184,392,2683,1.481654138,1596,1
male,1,2,3,2.01305E+13,2.01707E+13,230,1510,43,10,4,0,0,18,0,1,6,205,0.831953525,917,1
unknown,3,1,1,2.00912E+13,2.01204E+13,172,874,11,58,2,0,0,7,22,0,5,132,0.997535302,994,0
unknown,3,2,0,2.0081E+13,2.01306E+13,732,1682,246,727,4,0,0,1,0,0,0,667,1.204403165,647,0
unknown,1,2,3,2.00707E+13,2.01702E+13,843,3521,195,206,11,0,0,234,7,76,83,437,0.831953525,917,1
unknown,3,2,0,2.00512E+13,2.01707E+13,709,4238,205,503,65,0,0,1,8,16,2,605,1.204403165,647,0
unknown,3,1,2,2.01011E+13,2.01509E+13,141,1781,37,32,1,0,0,29,0,7,6,97,1.027717097,841,0
unknown,1,3,2,2.00611E+13,2.01312E+13,6674,2610,1406,553,81,0,0,146,26,36,112,5767,1.005226945,817,1
unknown,1,1,2,2.01706E+13,2.01709E+13,213,96,44,77,5,0,0,5,7,5,3,167,1.027717097,841,1
unknown,1,0,1,2.01702E+13,2.01706E+13,79,125,14,28,3,0,0,6,0,2,3,64,1.057149316,1074,1
unknown,1,2,3,2.00701E+13,2.01304E+13,411,2263,68,108,6,0,0,31,0,88,5,287,0.831953525,917,1
unknown,3,2,1,2.01309E+13,2.01605E+13,268,980,70,71,18,0,0,4,7,76,16,162,0.982449109,752,0
unknown,3,2,2,2.00605E+13,2.01605E+13,443,3636,135,109,5,0,0,14,8,3,5,261,0.915024129,978,0
unknown,3,2,0,2.00712E+13,2.01709E+13,301,3567,192,226,0,0,0,1,0,9,8,280,1.204403165,647,0
unknown,3,2,0,2.00605E+13,2.01603E+13,233,3583,134,145,8,0,0,7,1,11,4,206,1.204403165,647,0
female,2,1,2,2.01207E+13,2.01307E+13,178,380,52,95,2,0,0,24,6,2,10,132,1.027717097,841,2
unknown,1,2,3,2.0101E+13,2.01605E+13,513,2051,145,123,57,0,0,76,0,24,17,365,0.831953525,917,1
male,3,1,1,2.00809E+13,2.01703E+13,146,3100,79,63,5,0,0,10,0,5,16,109,0.997535302,994,1
male,1,2,2,2.01212E+13,2.01412E+13,397,730,65,129,2,0,0,7,3,9,15,341,0.915024129,978,1
unknown,1,3,3,2.00612E+13,2.01708E+13,2973,3881,605,567,33,0,0,186,59,286,124,2235,1.481654138,1596,1
male,1,3,1,2.01512E+13,2.01709E+13,1117,649,205,360,7,0,0,6,2,2,25,919,0.66167318,477,1
unknown,1,2,3,2.00604E+13,2.01707E+13,607,4104,121,379,8,0,0,49,21,4,19,452,0.831953525,917,1
male,3,3,1,2.01112E+13,2.01308E+13,2968,594,175,280,4,0,0,664,70,128,184,1777,0.66167318,477,1
unknown,3,1,1,2.01109E+13,2.01201E+13,124,145,28,14,3,0,0,8,0,0,0,116,0.997535302,994,0
female,2,3,0,2.01504E+13,2.0171E+13,6302,891,728,3061,46,1,0,1,0,0,31,6204,0.865617488,412,2
unknown,3,1,0,2.0161E+13,2.01707E+13,133,277,26,22,2,0,0,2,0,1,7,123,1.29126263,974,0
unknown,3,2,3,2.01007E+13,2.01603E+13,539,2075,193,172,9,0,0,15,4,41,51,393,0.831953525,917,0
unknown,1,2,3,2.00611E+13,2.01704E+13,562,3814,200,133,11,0,0,25,12,25,39,457,0.831953525,917,1
male,3,1,1,2.01212E+13,2.01407E+13,105,574,20,48,1,0,0,5,0,8,6,83,0.997535302,994,1
male,3,2,0,2.01301E+13,2.01605E+13,789,1204,220,49,1,0,0,1,0,19,17,732,1.204403165,647,1
male,3,2,0,2.01003E+13,2.0121E+13,477,933,92,119,5,0,0,5,11,13,64,376,1.204403165,647,1
unknown,3,3,2,2.00608E+13,2.01702E+13,2122,3844,277,1243,168,0,0,45,78,65,82,1678,1.005226945,817,0
male,1,0,1,2.01606E+13,2.01707E+13,53,378,7,8,2,0,0,14,0,0,2,37,1.057149316,1074,1
male,1,2,2,2.01006E+13,2.0151E+13,560,1956,146,243,12,1,0,16,2,9,0,506,0.915024129,978,1
unknown,3,1,2,2.01701E+13,2.01709E+13,174,231,18,36,4,0,0,26,0,0,0,97,1.027717097,841,0
male,1,2,3,2.01403E+13,2.01406E+13,339,75,23,8,0,0,0,18,4,1,3,2,0.831953525,917,1
unknown,3,3,1,2.0061E+13,2.01501E+13,1932,3006,555,348,87,0,0,6,0,2,1,1347,0.66167318,477,0
unknown,3,1,1,2.01409E+13,2.01603E+13,130,542,56,119,0,0,0,7,0,0,2,116,0.997535302,994,0
unknown,3,2,0,2.01108E+13,2.01305E+13,353,640,15,58,1,0,0,2,2,85,19,242,1.204403165,647,0
unknown,3,3,0,2.00503E+13,2.01604E+13,2625,4049,295,1682,75,0,0,40,152,69,113,2104,0.865617488,412,0
unknown,1,3,2,2.00908E+13,2.01302E+13,904,1270,82,91,16,0,0,31,0,18,19,831,1.005226945,817,1
unknown,1,3,1,2.00607E+13,2.0121E+13,1550,2288,140,439,4,0,0,130,30,251,32,880,0.66167318,477,1
unknown,3,1,3,2.01005E+13,2.01707E+13,180,2637,121,65,23,0,0,7,0,2,2,163,0.594368208,493,0
male,3,1,1,2.01409E+13,2.01412E+13,101,99,13,20,4,0,0,7,1,0,0,85,0.997535302,994,1
male,3,0,0,2.01109E+13,2.01208E+13,83,362,27,36,1,0,0,8,5,6,7,51,1.865008032,1277,1
male,3,1,1,2.00905E+13,2.01611E+13,123,2738,17,17,2,0,0,1,0,0,43,78,0.997535302,994,1
male,1,3,3,2.01312E+13,2.01612E+13,1561,1090,257,533,184,0,0,76,0,0,9,1344,1.481654138,1596,1
unknown,3,0,2,2.01104E+13,2.01704E+13,73,2202,12,16,2,0,0,3,0,0,0,70,0.800528377,664,0
unknown,1,1,3,2.00508E+13,2.01305E+13,139,2832,66,57,1,0,0,16,2,27,10,75,0.594368208,493,1
unknown,1,0,0,2.01111E+13,2.01708E+13,81,2102,25,24,4,0,0,1,0,1,5,74,1.865008032,1277,1
unknown,3,0,2,2.01604E+13,2.01605E+13,92,32,9,34,0,0,0,10,1,0,4,73,0.800528377,664,0
male,1,0,2,2.00708E+13,2.0161E+13,55,3360,20,21,1,0,0,8,4,4,1,38,0.800528377,664,1
unknown,1,1,1,2.01603E+13,2.01704E+13,158,407,32,71,2,0,0,36,1,11,8,102,0.997535302,994,1
unknown,3,1,0,2.00801E+13,2.01408E+13,104,2395,49,55,3,0,0,3,12,13,3,65,1.29126263,974,0
unknown,3,1,1,2.00604E+13,2.01403E+13,94,2894,26,37,6,0,0,3,0,1,1,89,0.997535302,994,0
male,1,1,3,2.00906E+13,2.01704E+13,129,2854,48,46,1,0,0,28,1,3,1,93,0.594368208,493,1
unknown,3,1,0,2.00912E+13,2.01501E+13,196,1872,135,177,1,0,0,5,0,2,0,189,1.29126263,974,0
unknown,3,0,3,2.01505E+13,2.01506E+13,86,31,4,3,0,0,0,73,0,0,13,0,0.411985187,297,0
unknown,1,3,2,2.00612E+13,2.01411E+13,1955,2872,213,107,3,0,0,90,0,12,8,1831,1.005226945,817,1
male,3,2,3,2.01006E+13,2.01504E+13,820,1771,71,139,9,0,0,84,20,14,95,591,0.831953525,917,1
unknown,1,2,0,2.01307E+13,2.01701E+13,313,1272,102,142,12,0,0,2,0,0,2,309,1.204403165,647,1
male,1,0,3,2.00602E+13,2.01512E+13,92,3575,23,37,2,0,0,8,2,0,2,72,0.411985187,297,1
unknown,3,1,1,2.01701E+13,2.01704E+13,94,90,18,18,1,0,0,79,0,0,0,15,0.997535302,994,0
unknown,3,2,2,2.0161E+13,2.01709E+13,536,352,39,65,21,1,0,333,0,0,2,196,0.915024129,978,0
female,2,0,3,2.01108E+13,2.0121E+13,75,440,9,26,1,0,0,19,0,1,3,52,0.411985187,297,2
unknown,3,3,0,2.00604E+13,2.01502E+13,3421,3223,197,1325,137,0,0,208,179,128,125,2633,0.865617488,412,0
